experiment_id,dataset,seed,rank,eta,observable_policy,accuracy,macro_f1,runtime_seconds,entanglement_entropy_proxy,did_interaction_delta,pareto_utility_J_eta
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,1.0,greedy_operator_optimized,0.7611111111111111,0.7630291088439999,0.12430691719055176,0.8,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.0,did_summary,,,,0.0,0.0,0.8538540241453382
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.25,did_summary,,,,0.2,1.1102230246251565e-16,0.8123253374629551
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.5,did_summary,,,,0.4,1.1102230246251565e-16,0.811851511531406
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.75,did_summary,,,,0.6000000000000001,0.002777777777777879,0.7839541453785366
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,1.0,did_summary,,,,0.8,0.002777777777777768,0.7586257762379116
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.0,fixed_pauli_subset,0.9555555555555556,0.9554512105993862,0.08423900604248047,0.0,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.0,greedy_operator_optimized,0.9555555555555556,0.9554512105993862,0.011101722717285156,0.0,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.25,fixed_pauli_subset,0.9361111111111111,0.9360815868126814,0.011121749877929688,0.2,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.25,greedy_operator_optimized,0.9361111111111111,0.9360815868126814,0.01599407196044922,0.2,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.5,fixed_pauli_subset,0.9361111111111111,0.9360815868126814,0.011013984680175781,0.4,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.5,greedy_operator_optimized,0.9361111111111111,0.9360815868126814,0.015501737594604492,0.4,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.75,fixed_pauli_subset,0.9277777777777778,0.9277594553185337,0.012757539749145508,0.6000000000000001,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.75,greedy_operator_optimized,0.9222222222222223,0.9220783515558691,0.016185522079467773,0.6000000000000001,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,1.0,fixed_pauli_subset,0.9194444444444444,0.9192220592039165,0.017521381378173828,0.8,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,1.0,greedy_operator_optimized,0.925,0.9248068993699278,0.01710796356201172,0.8,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.0,did_summary,,,,0.0,0.0,0.954602148267958
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.25,did_summary,,,,0.2,0.0,0.9358399528927274
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.5,did_summary,,,,0.4,0.0,0.9358459538883633
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,23,16,0.75,did_summary,,,,0.6000000000000001,-0.005555555555555536,0.9219327916039362
